The time spent in the parallel computing activating process is 0.000197s.
-----
No.1	 toolpath 535.073516	[r = 600.000000] is calculated within 0.025376s.
-----
initial linear search begins: 
No.	x	f(x)0	568.344755	1.379614
27	369.004079	0.218281
28	369.674672	0.218968
29	370.345266	0.219654
30	371.015860	0.220342
31	371.686454	0.221029
32	372.357047	0.221717
33	373.027641	0.222405
34	373.698235	0.223093
35	374.368829	0.223782
36	375.039422	0.224471
37	375.710016	0.225160
38	376.380610	0.225850
39	377.051204	0.226540
40	377.721797	0.227230
41	378.392391	0.227921
42	379.062985	0.228612
43	379.733579	0.227926
44	380.404172	0.165710
45	381.074766	0.020824
46	381.745360	-0.173893
No.68	 toolpath 316.460339	[r = 381.155100] is calculated within 10.447478s.
-----
initial linear search begins: 
No.	x	f(x)0	347.603908	0.193215
1	348.274932	0.193891
2	348.945956	0.194568
3	349.616980	0.195244
4	350.288004	0.195921
5	350.959028	0.196599
6	351.630051	0.197276
7	352.301075	0.197954
8	352.972099	0.198632
9	353.643123	0.199311
10	354.314147	0.199989
11	354.985171	0.200668
12	355.656195	0.201348
13	356.327218	0.202028
14	356.998242	0.202707
15	357.669266	0.203388
16	358.340290	0.204069
17	359.011314	0.204749
18	359.682338	0.205430
19	360.353361	0.206112
20	361.024385	0.206794
21	361.695409	0.207476
22	362.366433	0.208159
23	363.037457	0.208841
24	363.708481	0.209524
25	364.379504	0.210208
26	365.050528	0.210891
27	365.721552	0.211575
28	366.392576	0.211622
29	367.063600	0.212944
30	367.734624	0.213629
31	368.405647	0.214314
32	369.076671	0.215000
33	369.747695	0.215686
34	370.418719	0.216372
35	371.089743	0.217058
36	371.760767	0.217745
37	372.431791	0.218432
38	373.102814	0.219119
39	373.773838	0.219807
40	374.444862	0.220496
41	375.115886	0.221184
42	375.786910	0.221872
43	376.457934	0.223040
44	377.128957	0.163588
45	377.799981	0.020107
46	378.471005	-0.174344
No.69	 toolpath 313.181156	[r = 377.875917] is calculated within 10.405113s.
-----
initial linear search begins: 
No.	x	f(x)0	344.303375	0.186579
1	344.974826	0.187253
2	345.646277	0.187927
3	346.317728	0.188602
4	346.989179	0.189277
5	347.660629	0.189952
6	348.332080	0.190627
7	349.003531	0.191303
8	349.674982	0.191980
9	350.346433	0.192656
10	351.017884	0.193332
11	351.689334	0.194009
12	352.360785	0.194687
13	353.032236	0.195364
14	353.703687	0.196042
15	354.375138	0.196720
16	355.046589	0.197399
17	355.718039	0.198077
18	356.389490	0.198757
19	357.060941	0.199436
20	357.732392	0.200116
21	358.403843	0.200795
22	359.075294	0.201476
23	359.746744	0.202156
24	360.418195	0.202837
25	361.089646	0.203519
26	361.761097	0.204200
27	362.432548	0.204882
28	363.103999	0.205559
29	363.775449	0.156052
30	364.446900	0.017080
31	365.118351	0.004316
32	365.789802	0.081002
33	366.461253	0.208979
34	367.132704	0.209663
35	367.804154	0.210347
36	368.475605	0.211032
37	369.147056	0.211717
38	369.818507	0.212402
39	370.489958	0.213088
40	371.161409	0.213773
41	371.832859	0.214459
42	372.504310	0.215146
43	373.175761	0.215505
44	373.847212	0.160729
45	374.518663	0.018679
46	375.190114	-0.173630
No.70	 toolpath 309.897443	[r = 374.592203] is calculated within 10.457112s.
-----
initial linear search begins: 
No.	x	f(x)0	340.998481	0.179959
1	341.670355	0.180631
2	342.342229	0.181303
3	343.014104	0.181975
4	343.685978	0.182648
5	344.357853	0.183321
6	345.029727	0.183995
7	345.701602	0.184669
8	346.373476	0.185343
9	347.045351	0.186017
10	347.717225	0.186691
11	348.389100	0.187366
12	349.060974	0.188041
13	349.732848	0.188717
14	350.404723	0.189393
15	351.076597	0.190069
16	351.748472	0.190745
17	352.420346	0.191422
18	353.092221	0.192099
19	353.764095	0.192776
20	354.435970	0.193453
21	355.107844	0.194131
22	355.779719	0.194810
23	356.451593	0.195488
24	357.123467	0.196167
25	357.795342	0.196846
26	358.467216	0.197525
27	359.139091	0.198205
28	359.810965	0.186411
29	360.482840	0.089606
30	361.154714	-0.034479
No.71	 toolpath 306.586869	[r = 360.860462] is calculated within 10.001088s.
-----
initial linear search begins: 
No.	x	f(x)0	327.180307	0.153774
1	327.853910	0.120937
2	328.527513	0.083681
3	329.201116	0.042639
4	329.874720	-0.001679
No.72	 toolpath 275.973025	[r = 329.852311] is calculated within 8.322977s.
-----
initial linear search begins: 
No.	x	f(x)1	295.312328	-0.633291
2	294.635074	-0.634600
3	293.957819	-0.635908
4	293.280565	-0.637213
5	292.603310	-0.638516
6	291.926055	-0.639818
7	291.248801	-0.641118
8	290.571546	-0.642416
9	289.894292	-0.643712
10	289.217037	-0.636483
11	288.539783	-0.624304
12	287.862528	-0.619622
13	287.185274	-0.615611
14	286.508019	-0.618006
15	285.830764	-0.613891
16	285.153510	-0.609775
17	284.476255	-0.605658
18	283.799001	-0.601540
19	283.121746	-0.597420
20	282.444492	-0.593298
21	281.767237	-0.589176
22	281.089983	-0.585052
23	280.412728	-0.580926
24	279.735473	-0.576799
25	279.058219	-0.572671
26	278.380964	-0.568541
27	277.703710	-0.564410
28	277.026455	-0.560278
29	276.349201	-0.554261
30	275.671946	-0.538056
31	274.994692	-0.518406
32	274.317437	-0.494129
33	273.640182	-0.463960
34	272.962928	-0.427254
35	272.285673	-0.384663
36	271.608419	-0.337270
37	270.931164	-0.285784
38	270.253910	-0.230541
39	269.576655	-0.172565
40	268.899400	-0.113948
41	268.222146	-0.054479
42	267.544891	0.003761
No.73	 toolpath 235.834162	[r = 267.585316] is calculated within 39.438587s.
-----
initial linear search begins: 
No.	x	f(x)0	233.407794	0.027317
1	234.091344	0.002023
2	234.774895	-0.024393
No.74	 toolpath 203.173808	[r = 234.143510] is calculated within 7.350791s.
-----
initial linear search begins: 
No.	x	f(x)1	199.138579	-0.178769
2	198.452208	-0.152830
3	197.765836	-0.129245
4	197.079465	-0.110814
5	196.393094	-0.097891
6	195.706723	-0.090478
7	195.020351	-0.085709
8	194.333980	-0.077907
9	193.647609	-0.064008
10	192.961238	-0.042343
11	192.274867	-0.012396
12	191.588495	-0.001802
13	190.902124	0.037257
No.75	 toolpath 169.347705	[r = 191.554105] is calculated within 13.704952s.
-----
initial linear search begins: 
No.	x	f(x)0	157.083795	0.241537
1	157.773201	0.216451
2	158.462607	0.190855
3	159.152014	0.163232
4	159.841420	0.134888
5	160.530826	0.105195
6	161.220232	0.074279
7	161.909638	0.041804
8	162.599045	0.007055
9	163.288451	-0.029904
No.76	 toolpath 140.933983	[r = 162.737379] is calculated within 7.930310s.
-----
initial linear search begins: 
No.	x	f(x)1	127.490800	0.018014
No.77	 toolpath 107.083780	[r = 128.111698] is calculated within 7.120904s.
-----
initial linear search begins: 
No.	x	f(x)1	92.779645	-0.499740
2	92.086859	-0.485617
3	91.394074	-0.468028
4	90.701289	-0.446171
5	90.008503	-0.420978
6	89.315718	-0.393614
7	88.622933	-0.363409
8	87.930147	-0.331751
9	87.237362	-0.299129
10	86.544576	-0.287234
11	85.851791	-0.252858
12	85.159006	-0.217873
13	84.466220	-0.182994
14	83.773435	-0.148089
15	83.080650	-0.113810
16	82.387864	-0.080516
17	81.695079	-0.048422
18	81.002294	-0.017155
19	80.309508	0.012502
No.78	 toolpath 69.729260	[r = 80.598123] is calculated within 17.915720s.
-----
initial linear search begins: 
No.	x	f(x)1	45.182106	-0.550677
2	44.487674	-0.542566
3	43.793243	-0.517668
4	43.098811	-0.493244
5	42.404379	-0.469177
6	41.709947	-0.446570
7	41.015516	-0.425396
8	40.321084	-0.406214
9	39.626652	-0.388997
10	38.932221	-0.373061
11	38.237789	-0.357663
12	37.543357	-0.340991
13	36.848926	-0.321599
14	36.154494	-0.298802
15	35.460062	-0.273371
16	34.765630	-0.244173
17	34.071199	-0.212363
18	33.376767	-0.178005
19	32.682335	-0.165393
20	31.987904	-0.128109
21	31.293472	-0.088548
22	30.599040	-0.047834
23	29.904609	-0.005748
24	29.210177	0.038148
No.79	 toolpath 32.623150	[r = 29.815761] is calculated within 21.654747s.
-----
initial linear search begins: 
No.	x	f(x)0	-4.952281	0.125076
1	-4.256921	0.116271
2	-3.561560	0.085543
3	-2.866199	0.053355
4	-2.170838	0.019496
5	-1.475477	-0.015561
No.80	 toolpath 1.842986	[r = -1.789007] is calculated within 7.755069s.
-----
{Index exceeds the number of array elements. Index must not exceed 80.

出错 <a href="matlab:matlab.internal.language.introspective.errorDocCallback('s4_optim_2D_aspheric_actual_tip_multi_iter', 'D:\Code\2021-11_ToolWaviness\upm_toolpath\src\s4_optim_2D_aspheric_actual_tip_multi_iter.m', 310)" style="font-weight:bold">s4_optim_2D_aspheric_actual_tip_multi_iter</a> (<a href="matlab: opentoline('D:\Code\2021-11_ToolWaviness\upm_toolpath\src\s4_optim_2D_aspheric_actual_tip_multi_iter.m',310,0)">第 310 行</a>)
prevUlimInd = size(curveULim{ind},2);
} 
<a href="matlab: opentoline('D:\Code\2021-11_ToolWaviness\upm_toolpath\src\s4_optim_2D_aspheric_actual_tip_multi_iter.m',310,1)">310 </a>prevUlimInd = size(curveULim{ind},2);
opentoline('D:\Code\2021-11_ToolWaviness\upm_toolpath\src\s4_optim_2D_aspheric_actual_tip_multi_iter.m',310,0)
opentoline('D:\Code\2021-11_ToolWaviness\upm_toolpath\src\s4_optim_2D_aspheric_actual_tip_multi_iter.m',310,0)
if system_dependent('IsDebugMode')==1, dbquit all; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbstep; end
if system_dependent('IsDebugMode')==1, dbquit; end
curvePathPt(:,end) = []

curvePathPt =

  列 1 至 19

  535.0735  531.7092  528.3518  525.0013  521.6576  518.3208  514.9907  511.6652  508.3464  505.0297  501.7172  498.4088  495.1046  491.8047  488.5092  485.2159  481.9269  478.6395  475.3591
         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
  308.7963  307.2713  305.7598  304.2616  302.7766  301.3047  299.8457  298.3987  296.9644  295.5409  294.1288  292.7283  291.3391  289.9614  288.5950  287.2390  285.8942  284.5599  283.2380

  列 20 至 38

  472.0829  468.8109  465.5435  462.2777  459.0164  455.7565  452.5015  449.2509  446.0043  442.7596  439.5167  436.2757  433.0385  429.8032  426.5696  423.3355  420.1030  416.8722  413.6430
         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
  281.9271  280.6270  279.3379  278.0586  276.7902  275.5314  274.2834  273.0461  271.8192  270.6018  269.3940  268.1957  267.0076  265.8289  264.6595  263.4985  262.3468  261.2043  260.0710

  列 39 至 57

  410.4128  407.1842  403.9573  400.7296  397.5036  394.2763  391.0505  387.8250  384.5971  381.3707  378.1406  374.9122  371.6830  368.4527  365.2212  361.9858  358.7495  355.5117  352.2733
         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
  258.9458  257.8297  256.7228  255.6240  254.5343  253.4526  252.3798  251.3154  250.2587  249.2108  248.1701  247.1383  246.1145  245.0986  244.0907  243.0899  242.0970  241.1120  240.1350

  列 58 至 76

  349.0330  345.7889  342.5408  339.2919  336.0413  332.7866  329.5280  326.2653  323.0013  319.7330  316.4603  313.1812  309.8974  306.5869  275.9730  235.8342  203.1738  169.3477  140.9340
         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0
  239.1657  238.2035  237.2484  236.3013  235.3619  234.4295  233.5043  232.5862  231.6759  230.7726  229.8764  228.9866  228.1039  227.2238  219.7091  211.4390  205.7021  200.7809  197.2795

  列 77 至 81

  107.0838   69.7293   32.6232    1.8430         0
         0         0         0         0         0
  193.8631  191.3043  189.9509  189.6533  189.6570

[curveRes(ind),curvePeakPt(:,ind),curveInterPt{ind},curveULim{ind}, ...
    curveULim{ind - 1}] = residual2D_multi(toolSp1,toolSp2,1e-5, ...
    curvePt(:,ind),curvePt(:,ind - 1),curveULim{ind - 1});
